,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
1776,2.0,0,8.0,3.0,0,5.0,6.0,0
1777,6.0,1,0.0,2.0,1,1.0,1.0,1
1778,10.0,1,2.0,1.0,1,3.0,1.0,0
1780,9.0,1,3.0,2.0,1,4.0,0.0,1
1782,0.0,0,7.0,5.0,0,13.0,7.0,0
1783,1.0,0,8.0,3.0,0,8.0,9.0,0
1784,1.0,0,4.0,3.0,0,10.0,5.0,0
1785,1.0,0,9.0,3.0,0,8.0,7.0,0
1788,2.0,0,7.0,4.0,0,9.0,6.0,0
1789,3.0,0,9.0,4.0,0,5.0,6.0,0
1790,11.0,1,1.0,2.0,1,2.0,2.0,0
1791,4.505816002819881,1,0.0,1.0,1,2.0,0.0,1
1792,7.0,1,2.0,0.0,1,2.0,1.0,1
1793,4.505816002819881,0,8.0,4.0,0,12.0,4.0,0
1794,9.0,1,0.0,1.0,1,2.0,3.564726631393298,1
1795,0.0,0,6.0,5.0,0,10.0,3.564726631393298,0
1796,3.0,0,9.0,6.0,0,12.0,7.0,0
1797,6.0,1,0.0,1.0,1,4.0,1.0,1
1798,1.0,0,4.0,6.0,0,11.0,6.0,0
1799,3.0,0,4.0,6.0,0,14.0,6.0,0
1800,6.0,1,1.0,0.0,1,2.0,3.564726631393298,1
1801,2.0,0,9.0,3.0,0,6.0,7.0,0
1802,1.0,0,8.0,3.0,0,5.0,9.0,0
1803,4.505816002819881,0,7.0,3.0,0,15.0,7.0,0
1804,7.0,1,0.0,2.0,1,4.0,2.0,1
1805,10.0,1,2.0,2.0,1,2.0,1.0,0
1806,10.0,1,0.0,0.0,0,3.0,2.0,1
1807,8.0,1,0.0,0.0,1,2.0,1.0,1
1809,5.0,1,3.0,1.0,1,1.0,2.0,1
1810,8.0,1,3.0,1.0,1,3.0,2.0,1
1811,3.0,0,7.0,4.0,0,13.0,3.0,0
1812,2.0,0,5.0,6.0,0,11.0,4.0,0
1814,0.0,0,3.963354474982382,5.0,0,9.0,6.0,0
1815,10.0,1,2.0,2.0,1,3.0,0.0,1
1816,4.0,1,2.0,1.0,1,4.0,0.0,1
1817,10.0,1,2.0,0.0,1,2.0,1.0,1
1818,0.0,0,5.0,3.0,0,8.0,6.0,0
1819,0.0,0,6.0,6.0,0,10.0,3.0,0
1820,1.0,0,3.963354474982382,5.0,0,6.0,9.0,0
1821,3.0,0,8.0,4.0,0,9.0,8.0,0
1822,8.0,1,1.0,1.0,1,2.0,1.0,1
1823,1.0,0,9.0,3.0,0,7.0,8.0,0
1824,9.0,1,0.0,0.0,1,3.0,0.0,1
1825,0.0,0,6.0,3.0,0,6.0,5.0,0
1826,10.0,1,3.0,1.0,1,1.0,2.0,1
1827,3.0,0,6.0,4.0,0,6.268862911795962,6.0,0
1828,6.0,1,0.0,0.0,1,2.0,2.0,1
1829,10.0,1,2.0,1.0,1,2.0,1.0,1
1830,9.0,1,3.0,2.0,1,5.0,2.0,1
1832,0.0,0,5.0,4.0,0,11.0,3.564726631393298,0
1833,5.0,1,3.0,1.0,1,4.0,2.0,1
1836,4.0,1,0.0,1.0,0,6.268862911795962,0.0,1
1837,3.0,0,7.0,4.0,0,15.0,7.0,0
1838,3.0,0,5.0,6.0,0,12.0,3.564726631393298,0
1839,2.0,0,8.0,6.0,0,10.0,9.0,1
1840,4.0,1,0.0,2.0,1,4.0,0.0,1
1841,0.0,0,5.0,6.0,0,13.0,8.0,0
1842,11.0,1,2.0,2.0,1,2.0,2.0,1
1843,4.505816002819881,1,3.0,0.0,1,5.0,2.0,1
1844,0.0,0,6.0,6.0,0,8.0,7.0,0
1845,1.0,0,6.0,5.0,0,6.268862911795962,9.0,0
1846,2.0,0,5.0,4.0,0,5.0,4.0,0
1847,0.0,0,7.0,3.0,0,8.0,7.0,0
1848,6.0,1,1.0,0.0,1,2.0,0.0,1
1849,5.0,1,1.0,0.0,1,4.0,2.0,1
1850,1.0,0,6.0,5.0,0,13.0,3.0,0
1851,0.0,0,5.0,3.0,0,5.0,8.0,0
1852,5.0,1,3.0,3.0,1,1.0,0.0,1
1853,3.0,0,8.0,6.0,0,15.0,5.0,0
1854,8.0,1,2.0,1.0,1,6.268862911795962,2.0,1
1855,0.0,0,7.0,5.0,0,11.0,9.0,0
1856,5.0,1,3.0,0.0,1,5.0,1.0,1
1857,7.0,1,2.0,1.0,1,4.0,2.0,1
1858,5.0,1,3.0,0.0,1,5.0,0.0,1
1859,0.0,0,7.0,7.0,0,14.0,8.0,1
1860,2.0,0,9.0,5.0,0,14.0,7.0,1
1861,0.0,0,6.0,5.0,0,12.0,5.0,0
1862,3.0,0,8.0,6.0,0,6.0,7.0,0
1863,3.0,0,5.0,6.0,0,7.0,4.0,0
1864,0.0,0,4.0,5.0,0,9.0,6.0,0
1865,10.0,1,0.0,0.0,1,5.0,3.564726631393298,1
1866,4.0,1,0.0,0.0,1,1.0,1.0,1
1867,1.0,0,8.0,3.0,0,14.0,9.0,0
1869,3.0,0,6.0,4.0,0,8.0,6.0,0
1870,7.0,1,1.0,2.0,1,4.0,2.0,1
1872,5.0,1,1.0,1.0,1,5.0,0.0,1
1873,3.0,0,6.0,5.0,0,13.0,8.0,0
1874,3.0,0,6.0,5.0,0,10.0,6.0,0
1875,2.0,0,9.0,3.0,0,10.0,3.564726631393298,0
1876,11.0,1,0.0,2.0,1,2.0,1.0,1
1877,3.0,0,6.0,4.0,0,13.0,3.0,0
1878,2.0,0,5.0,4.0,0,13.0,3.0,0
1879,3.0,0,7.0,5.0,0,13.0,5.0,0
1880,0.0,0,8.0,4.0,0,5.0,3.0,0
1881,2.0,0,4.0,5.0,0,8.0,3.0,0
1882,4.0,1,2.0,1.0,1,3.0,1.0,1
1883,7.0,1,1.0,1.0,1,3.0,0.0,0
1884,9.0,1,0.0,1.0,1,4.0,0.0,0
1885,7.0,1,2.0,2.0,1,3.0,1.0,0
1886,6.0,1,0.0,2.0,1,1.0,2.0,1
1888,1.0,0,7.0,6.0,0,6.268862911795962,4.0,0
1889,11.0,1,0.0,2.0,1,3.0,1.0,0
1890,11.0,1,1.0,1.0,1,1.0,1.0,1
1891,1.0,0,8.0,5.0,0,8.0,5.0,0
1892,2.0,0,6.0,7.0,0,9.0,5.0,1
1893,4.0,1,3.0,2.0,1,5.0,0.0,1
1895,6.0,1,2.0,2.0,0,3.0,1.0,1
1896,0.0,0,7.0,5.0,0,8.0,6.0,0
1897,0.0,0,9.0,6.0,0,9.0,9.0,1
1898,0.0,0,9.0,6.0,0,11.0,5.0,0
1899,1.0,0,6.0,5.0,0,6.0,6.0,0
1900,3.0,0,7.0,3.0,0,5.0,6.0,0
1901,1.0,0,3.963354474982382,5.0,0,9.0,5.0,0
1902,4.505816002819881,1,0.0,1.0,1,1.0,0.0,1
1903,0.0,0,7.0,4.0,0,9.0,8.0,0
1904,3.0,0,6.0,3.0,0,6.0,3.0,0
1905,6.0,1,1.0,0.0,1,6.268862911795962,1.0,1
1906,1.0,0,7.0,3.0,0,8.0,8.0,0
1907,2.0,0,9.0,5.0,0,7.0,8.0,0
1908,0.0,0,7.0,3.0,0,12.0,4.0,0
1909,2.0,0,5.0,3.0,0,13.0,4.0,0
1910,1.0,0,8.0,4.0,0,5.0,4.0,0
1912,0.0,0,8.0,4.0,0,14.0,6.0,0
1913,0.0,0,4.0,5.0,0,5.0,6.0,0
1914,10.0,1,2.0,2.0,1,2.0,1.0,1
1915,4.0,0,2.0,1.0,1,4.0,1.0,1
1916,2.0,0,7.0,5.0,0,14.0,7.0,1
1917,8.0,1,2.0,0.0,1,1.0,1.0,0
1918,2.0,0,4.0,4.0,0,8.0,6.0,0
1919,6.0,1,3.0,2.0,1,2.0,1.0,1
1920,0.0,0,3.963354474982382,4.0,0,7.0,8.0,0
1921,10.0,1,2.0,1.0,1,1.0,0.0,1
1922,3.0,0,9.0,3.0,0,15.0,6.0,0
1923,10.0,1,0.0,2.0,1,4.0,1.0,0
1924,2.0,0,5.0,3.0,0,14.0,7.0,0
1925,10.0,1,2.0,1.0,1,3.0,0.0,1
1927,4.505816002819881,1,0.0,0.0,1,4.0,0.0,1
1928,4.0,1,0.0,2.0,1,1.0,0.0,1
1929,3.0,0,6.0,3.0,0,14.0,6.0,0
1930,0.0,0,8.0,4.0,0,14.0,8.0,0
1931,3.0,0,9.0,3.0,0,14.0,4.0,0
1932,2.0,0,9.0,4.0,0,7.0,6.0,0
1933,2.0,0,8.0,5.0,0,13.0,6.0,0
1934,2.0,0,7.0,3.0,0,15.0,3.0,0
1935,2.0,0,5.0,5.0,0,12.0,6.0,0
1936,0.0,0,6.0,3.0,0,13.0,4.0,0
1937,5.0,1,3.0,0.0,1,1.0,0.0,1
1938,10.0,1,2.0,2.0,1,1.0,0.0,1
1939,9.0,1,0.0,2.0,1,2.0,2.0,1
1940,8.0,1,0.0,0.0,1,4.0,0.0,0
1941,2.0,0,5.0,4.0,0,11.0,4.0,0
1942,5.0,1,1.0,2.0,1,3.0,2.0,1
1943,2.0,0,8.0,6.0,0,7.0,4.0,0
1944,1.0,0,4.0,5.0,0,12.0,5.0,0
1945,9.0,1,3.0,3.0,1,2.0,0.0,1
1946,4.0,1,0.0,1.0,1,3.0,0.0,1
1947,2.0,0,4.0,6.0,0,5.0,8.0,0
1948,0.0,0,4.0,4.0,0,12.0,5.0,0
1949,0.0,0,5.0,3.0,0,14.0,5.0,0
1950,2.0,0,7.0,4.0,0,14.0,6.0,0
1951,7.0,1,2.0,0.0,1,3.0,2.0,0
1952,3.0,0,5.0,4.0,0,10.0,5.0,0
1953,1.0,0,4.0,3.0,0,8.0,8.0,0
1954,3.0,0,8.0,5.0,0,10.0,3.564726631393298,0
1956,9.0,1,1.0,0.0,1,1.0,1.0,1
1957,9.0,1,0.0,0.0,1,5.0,0.0,1
1958,1.0,0,7.0,3.0,0,6.0,9.0,0
1959,2.0,0,8.0,5.0,0,8.0,5.0,0
1960,2.0,0,7.0,3.0,0,6.268862911795962,6.0,0
1961,7.0,1,3.0,2.0,1,2.0,2.0,1
1963,8.0,1,2.0,1.0,1,5.0,1.0,1
1964,5.0,1,0.0,1.0,1,2.0,2.0,1
1965,3.0,0,4.0,3.0,0,9.0,7.0,0
1966,0.0,0,7.0,7.0,0,12.0,5.0,1
1967,10.0,1,1.0,0.0,1,5.0,1.0,1
1968,2.0,0,4.0,6.0,0,11.0,5.0,0
1971,3.0,0,8.0,3.0,0,11.0,7.0,0
1973,1.0,0,9.0,4.0,0,5.0,8.0,0
1974,0.0,0,9.0,5.0,0,14.0,5.0,0
1975,7.0,1,2.0,2.0,1,4.0,1.0,0
1977,1.0,0,9.0,5.0,0,7.0,8.0,0
1978,2.0,0,9.0,6.0,0,12.0,5.0,0
1979,8.0,1,0.0,2.0,1,1.0,1.0,1
1980,4.0,1,2.0,2.0,1,2.0,2.0,1
1981,1.0,0,4.0,3.0,0,6.0,4.0,0
1982,2.0,0,8.0,4.0,0,5.0,4.0,0
1983,8.0,1,3.0,2.0,1,5.0,0.0,1
1984,0.0,0,8.0,3.0,0,11.0,4.0,0
1985,4.0,1,2.0,0.0,1,5.0,1.0,1
1986,4.0,1,2.0,2.0,1,2.0,0.0,1
1987,10.0,1,0.0,0.0,1,1.0,1.0,1
1989,6.0,1,2.0,0.0,1,5.0,2.0,1
1990,11.0,1,1.0,0.0,1,4.0,0.0,1
1991,3.0,0,4.0,3.0,0,13.0,3.564726631393298,0
1992,11.0,1,0.0,2.0,1,4.0,2.0,1
1993,9.0,1,0.0,2.0,1,5.0,2.0,1
1994,2.0,0,5.0,3.0,0,7.0,5.0,0
1995,0.0,0,9.0,4.0,0,13.0,4.0,0
1996,2.0,0,5.0,6.0,0,12.0,8.0,0
1997,9.0,1,3.0,2.0,1,6.268862911795962,2.0,1
1998,7.0,1,3.963354474982382,0.0,1,1.0,0.0,1
2002,9.0,1,3.0,2.0,1,4.0,2.0,1
2003,7.0,1,3.0,2.0,1,6.268862911795962,2.0,1
2004,6.0,0,3.0,3.0,1,3.0,1.0,1
2005,9.0,1,3.0,0.0,1,1.0,2.0,1
2006,7.0,1,1.0,0.0,1,1.0,0.0,1
2008,7.0,1,0.0,0.0,1,1.0,2.0,0
2009,0.0,0,6.0,6.0,0,15.0,9.0,0
2010,0.0,0,7.0,7.0,0,11.0,6.0,1
2011,0.0,0,5.0,3.0,0,11.0,9.0,0
2012,2.0,0,8.0,6.0,0,14.0,6.0,0
2013,5.0,1,0.0,0.0,1,2.0,1.0,1
2014,0.0,0,8.0,5.0,0,10.0,5.0,0
2015,10.0,1,0.0,0.0,1,3.0,0.0,0
2016,9.0,1,3.0,3.0,1,4.0,2.0,1
2017,4.505816002819881,1,3.0,0.0,1,2.0,1.0,1
2018,1.0,0,7.0,5.0,0,14.0,9.0,0
2019,8.0,1,2.0,1.0,1,1.0,1.0,0
2021,6.0,1,1.0,0.0,1,1.0,1.0,1
2022,8.0,1,3.0,0.0,1,6.268862911795962,1.0,1
2023,0.0,0,6.0,6.0,0,11.0,8.0,0
2024,1.0,0,8.0,5.0,0,8.0,9.0,0
2025,10.0,1,1.0,1.0,1,5.0,0.0,1
2026,7.0,1,3.0,0.0,1,5.0,2.0,1
2027,1.0,0,9.0,3.0,0,9.0,5.0,0
2029,4.0,1,3.0,3.0,1,3.0,2.0,1
2030,0.0,0,8.0,4.0,0,6.0,4.0,0
2031,3.0,0,6.0,3.0,0,10.0,7.0,0
2032,3.0,0,9.0,6.0,0,15.0,6.0,0
2033,3.0,0,6.0,3.0,0,15.0,3.564726631393298,0
2034,0.0,0,8.0,6.0,0,11.0,5.0,1
2036,2.0,0,7.0,5.0,0,15.0,7.0,0
2037,6.0,1,1.0,2.0,1,4.0,0.0,1
2038,6.0,1,1.0,1.0,1,2.0,0.0,1
2040,6.0,1,2.0,0.0,1,5.0,0.0,1
2041,5.0,1,2.0,0.0,1,4.0,0.0,1
2042,8.0,1,2.0,2.0,1,3.0,1.0,1
2045,3.0,0,8.0,5.0,0,15.0,7.0,0
2046,11.0,1,2.0,2.0,1,1.0,2.0,0
2047,1.0,0,4.0,4.0,0,8.0,8.0,0
2048,0.0,0,9.0,5.0,0,15.0,7.0,0
2049,1.0,0,6.0,5.0,0,10.0,4.0,0
2050,11.0,1,2.0,2.0,1,5.0,0.0,1
2051,2.0,0,4.0,5.0,0,13.0,3.0,0
2052,1.0,0,5.0,4.0,0,7.0,3.0,0
2053,3.0,0,7.0,3.0,0,12.0,6.0,0
2054,9.0,1,1.0,1.0,1,1.0,0.0,1
2055,9.0,1,1.0,1.0,1,4.0,1.0,1
2056,11.0,0,0.0,2.0,1,3.0,2.0,1
2057,10.0,1,3.0,1.0,1,4.0,1.0,1
2058,1.0,0,6.0,6.0,0,12.0,4.0,0
2059,1.0,0,8.0,3.0,0,6.0,7.0,0
2060,4.0,1,1.0,1.0,1,4.0,1.0,1
2061,1.0,0,6.0,6.0,0,12.0,5.0,0
2062,1.0,0,7.0,6.0,0,12.0,4.0,0
2063,9.0,1,0.0,3.0,1,3.0,2.0,1
2064,11.0,1,0.0,2.0,1,3.0,0.0,1
2065,10.0,1,3.0,2.0,1,1.0,2.0,1
2066,6.0,1,3.0,0.0,1,2.0,0.0,1
2067,10.0,1,3.963354474982382,2.0,0,1.0,2.0,1
2068,10.0,1,0.0,1.0,1,4.0,2.0,1
2071,1.0,0,7.0,4.0,0,6.0,5.0,0
2072,7.0,1,1.0,1.0,1,2.0,2.0,1
2073,9.0,1,1.0,1.0,1,1.0,2.0,0
2074,4.0,1,3.0,3.0,1,3.0,1.0,1
2078,3.0,0,5.0,6.0,0,10.0,9.0,0
2079,3.0,0,9.0,4.0,0,11.0,5.0,0
2080,3.0,0,9.0,6.0,0,9.0,8.0,0
2082,10.0,1,0.0,0.0,1,2.0,0.0,1
2083,2.0,0,5.0,3.0,0,12.0,4.0,0
2084,0.0,0,9.0,3.0,0,13.0,4.0,0
2085,11.0,1,2.0,2.0,1,4.0,0.0,0
2086,1.0,0,8.0,3.0,0,13.0,6.0,0
2087,5.0,1,2.0,3.0,1,2.0,0.0,1
2088,3.0,0,4.0,5.0,0,10.0,5.0,0
2089,7.0,1,2.0,0.0,1,3.0,1.0,1
2090,0.0,0,7.0,6.0,0,8.0,5.0,1
2092,0.0,0,4.0,3.0,0,10.0,5.0,0
2093,8.0,1,0.0,1.0,1,4.0,2.0,1
2094,0.0,0,6.0,5.0,0,11.0,5.0,1
2095,2.0,0,9.0,6.0,0,9.0,8.0,0
2096,6.0,1,3.0,2.0,1,5.0,1.0,1
2097,1.0,0,9.0,6.0,0,10.0,9.0,0
2098,11.0,1,1.0,0.0,1,3.0,1.0,1
2099,2.0,0,6.0,6.0,0,5.0,5.0,0
2100,2.0,0,3.963354474982382,5.0,0,9.0,8.0,0
2101,7.0,1,0.0,2.0,1,1.0,2.0,1
2102,9.0,1,0.0,1.0,1,4.0,2.0,1
2103,10.0,1,1.0,0.0,1,5.0,2.0,1
2105,0.0,0,9.0,6.0,0,5.0,3.0,0
2106,0.0,0,7.0,6.0,0,14.0,7.0,1
2107,2.0,0,8.0,3.0,0,12.0,5.0,0
2108,4.505816002819881,1,2.0,2.0,1,5.0,2.0,1
2109,0.0,0,4.0,6.0,0,13.0,7.0,0
2110,8.0,1,1.0,2.0,1,3.0,0.0,0
2112,1.0,0,9.0,4.0,0,15.0,3.564726631393298,0
2113,9.0,1,0.0,2.0,1,1.0,2.0,1
2115,3.0,0,8.0,5.0,0,6.268862911795962,8.0,0
2116,0.0,0,4.0,6.0,0,13.0,8.0,0
2117,2.0,0,4.0,6.0,0,7.0,5.0,0
2118,5.0,1,3.0,0.0,1,4.0,0.0,1
2119,0.0,0,9.0,3.0,0,13.0,5.0,0
2120,1.0,0,7.0,3.0,0,15.0,4.0,0
2121,9.0,1,2.0,2.0,1,3.0,2.0,1
2122,4.0,1,0.0,1.0,1,5.0,0.0,1
2123,7.0,1,2.0,1.0,1,3.0,0.0,0
2124,0.0,0,8.0,6.0,0,7.0,8.0,0
2125,9.0,1,2.0,0.0,1,2.0,1.0,0
2126,6.0,1,3.0,0.0,1,5.0,2.0,1
2127,11.0,1,0.0,1.0,1,1.0,1.0,0
2128,9.0,1,2.0,1.0,1,4.0,1.0,1
2129,9.0,1,2.0,0.0,1,3.0,1.0,1
2130,5.0,1,0.0,2.0,1,6.268862911795962,1.0,1
2131,0.0,0,7.0,4.0,0,5.0,3.0,0
2132,10.0,1,1.0,0.0,1,4.0,1.0,0
2133,3.0,0,6.0,4.0,0,12.0,5.0,0
2134,7.0,1,0.0,1.0,1,2.0,0.0,1
2135,2.0,0,7.0,6.0,0,12.0,4.0,0
2136,7.0,1,1.0,2.0,1,1.0,2.0,1
2137,3.0,0,7.0,3.0,0,12.0,9.0,0
2138,9.0,1,0.0,0.0,1,2.0,2.0,1
2139,5.0,1,3.0,1.0,1,2.0,0.0,1
2140,5.0,1,3.0,1.0,1,3.0,2.0,1
2141,11.0,1,0.0,2.0,1,2.0,2.0,1
2142,3.0,0,4.0,5.0,0,7.0,6.0,0
2143,0.0,0,8.0,6.0,0,14.0,9.0,0
2144,5.0,1,2.0,2.0,1,2.0,2.0,1
2145,3.0,0,4.0,4.0,0,13.0,4.0,0
2147,3.0,0,4.0,6.0,0,10.0,7.0,0
2148,1.0,0,8.0,3.0,0,8.0,8.0,0
2149,8.0,1,0.0,2.0,1,2.0,0.0,0
2150,9.0,1,0.0,0.0,1,1.0,1.0,1
2151,0.0,0,9.0,3.0,0,15.0,3.564726631393298,0
2152,4.505816002819881,0,7.0,5.0,0,6.0,7.0,0
2153,7.0,1,2.0,1.0,1,6.268862911795962,1.0,1
2154,5.0,1,0.0,0.0,1,3.0,0.0,1
2155,3.0,0,8.0,4.0,0,6.268862911795962,9.0,0
2156,0.0,0,6.0,3.0,0,6.268862911795962,7.0,0
2157,0.0,0,4.0,5.0,0,6.0,3.0,0
2158,3.0,0,7.0,5.0,0,15.0,6.0,0
2159,3.0,0,7.0,5.0,0,14.0,7.0,0
2160,6.0,1,3.0,2.0,1,5.0,0.0,1
2161,9.0,1,3.0,1.0,1,1.0,2.0,1
2162,10.0,1,1.0,3.0,1,2.0,2.0,1
2163,2.0,0,7.0,3.0,0,6.268862911795962,9.0,0
2165,0.0,0,5.0,4.0,0,14.0,7.0,0
2166,2.0,0,4.0,4.0,0,10.0,5.0,0
2167,0.0,0,9.0,5.0,0,5.0,3.0,0
2168,9.0,1,1.0,0.0,0,1.0,1.0,1
2169,0.0,0,9.0,3.0,0,10.0,3.564726631393298,0
2170,9.0,1,1.0,2.0,1,5.0,2.0,1
2171,1.0,0,8.0,5.0,0,5.0,9.0,0
2172,2.0,0,8.0,5.0,0,8.0,6.0,1
2173,8.0,1,1.0,1.0,1,1.0,2.0,1
2174,0.0,0,5.0,4.0,0,9.0,4.0,0
2175,7.0,1,1.0,1.0,1,3.0,1.0,1
2176,5.0,1,3.0,0.0,1,1.0,1.0,1
2177,1.0,0,8.0,5.0,0,6.268862911795962,9.0,0
2178,2.0,0,6.0,5.0,0,7.0,3.0,0
2179,2.0,0,6.0,6.0,0,8.0,5.0,0
2180,3.0,0,5.0,6.0,0,12.0,7.0,0
2181,0.0,0,4.0,5.0,0,15.0,4.0,0
2182,4.0,1,2.0,0.0,1,2.0,1.0,1
2183,8.0,0,3.0,2.0,1,4.0,2.0,1
2184,11.0,1,3.0,1.0,1,4.0,0.0,1
2185,10.0,1,2.0,2.0,1,1.0,2.0,0
2186,2.0,0,9.0,6.0,0,12.0,9.0,0
2187,6.0,1,3.963354474982382,0.0,1,5.0,1.0,1
2188,11.0,1,2.0,2.0,1,2.0,0.0,1
2189,0.0,0,6.0,4.0,0,14.0,8.0,0
2190,5.0,1,1.0,0.0,1,5.0,0.0,1
2191,2.0,0,7.0,4.0,0,15.0,8.0,0
2192,0.0,0,3.963354474982382,4.0,0,10.0,4.0,0
2193,0.0,0,9.0,6.0,0,8.0,7.0,0
2195,3.0,0,5.0,6.0,0,13.0,7.0,0
2196,1.0,0,7.0,4.0,0,12.0,5.0,0
2197,2.0,0,6.0,3.0,0,15.0,5.0,0
2198,0.0,0,7.0,5.0,0,8.0,3.0,0
2199,0.0,0,6.0,3.0,0,10.0,8.0,0
2200,2.0,0,9.0,3.0,0,8.0,3.564726631393298,0
2201,11.0,1,2.0,2.0,1,5.0,2.0,1
2202,1.0,0,6.0,3.0,0,11.0,8.0,0
2203,4.505816002819881,0,5.0,3.0,0,15.0,3.0,0
2204,4.0,1,2.0,1.0,1,3.0,0.0,1
2205,2.0,0,8.0,5.0,0,8.0,9.0,0
2206,1.0,0,4.0,6.0,0,6.0,7.0,0
2207,3.0,0,4.0,4.0,0,14.0,3.0,0
2208,1.0,0,7.0,5.0,0,14.0,8.0,1
2210,2.0,0,6.0,3.0,0,9.0,8.0,0
2211,0.0,0,4.0,6.0,0,6.0,6.0,0
2212,4.0,1,1.0,1.0,1,3.0,2.0,1
2213,3.0,0,4.0,5.0,0,6.0,3.564726631393298,0
2214,0.0,0,6.0,4.0,0,10.0,3.0,0
2215,3.0,0,6.0,5.0,0,14.0,6.0,0
2216,3.0,0,8.0,6.0,0,11.0,8.0,0
2217,5.0,1,1.0,2.0,1,3.0,3.564726631393298,1
2218,10.0,1,2.0,2.0,1,4.0,0.0,1
2219,9.0,1,2.0,0.0,1,5.0,0.0,1
2220,3.0,0,7.0,3.0,0,12.0,7.0,0
2221,5.0,1,3.0,1.0,1,5.0,2.0,1
2222,7.0,1,0.0,1.0,1,2.0,2.0,1
2223,8.0,1,3.0,0.0,1,5.0,3.564726631393298,1
2224,2.0,0,7.0,5.0,0,8.0,3.564726631393298,0
2225,0.0,0,5.0,3.0,0,9.0,5.0,0
2226,10.0,0,3.0,0.0,1,4.0,0.0,1
2227,9.0,1,2.0,1.0,1,2.0,0.0,1
2228,1.0,0,7.0,4.0,0,7.0,9.0,0
2230,7.0,1,3.0,2.0,0,4.0,0.0,1
2231,10.0,1,2.0,2.0,1,4.0,2.0,1
2233,5.0,1,0.0,2.0,1,3.0,0.0,1
2234,1.0,0,5.0,3.0,0,6.0,7.0,0
2235,5.0,1,0.0,1.0,1,4.0,2.0,1
2236,1.0,0,9.0,5.0,0,7.0,3.0,0
2237,8.0,1,3.963354474982382,2.0,1,3.0,2.0,1
2238,0.0,0,5.0,5.0,0,6.268862911795962,4.0,0
2239,1.0,0,5.0,6.0,0,12.0,3.0,0
2240,11.0,1,3.0,1.0,1,5.0,2.0,1
2241,2.0,0,4.0,5.0,0,11.0,7.0,0
2242,4.505816002819881,1,2.0,1.0,1,2.0,2.0,1
2243,11.0,1,2.0,0.0,1,4.0,1.0,0
2244,7.0,1,0.0,3.0,1,2.0,1.0,1
2245,4.505816002819881,1,3.0,2.0,1,2.0,2.0,1
2246,11.0,1,1.0,2.0,1,3.0,0.0,1
2247,9.0,1,2.0,0.0,1,1.0,0.0,0
2248,0.0,0,9.0,4.0,0,5.0,4.0,0
2249,3.0,0,9.0,4.0,0,8.0,8.0,0
2250,7.0,1,0.0,0.0,1,2.0,1.0,1
2251,3.0,0,4.0,3.0,0,12.0,3.0,0
2252,9.0,1,1.0,2.0,0,5.0,1.0,1
2253,3.0,0,8.0,4.0,0,13.0,6.0,0
2254,5.0,1,2.0,2.0,1,1.0,1.0,1
2255,11.0,1,1.0,0.0,0,2.0,0.0,1
2257,1.0,0,7.0,5.0,0,6.0,3.0,0
2258,4.505816002819881,0,7.0,6.0,0,12.0,8.0,0
2259,6.0,1,3.963354474982382,2.0,1,1.0,1.0,1
2260,1.0,0,8.0,5.0,0,9.0,6.0,0
2261,7.0,1,0.0,2.0,1,5.0,1.0,1
2262,1.0,0,9.0,3.0,0,6.0,8.0,0
2263,5.0,1,3.0,1.0,1,4.0,1.0,1
2264,11.0,1,1.0,0.0,1,4.0,1.0,1
2265,1.0,0,8.0,6.0,0,12.0,3.0,0
2266,11.0,1,0.0,0.0,1,4.0,1.0,1
2267,9.0,1,2.0,2.0,1,5.0,2.0,1
2269,3.0,0,6.0,4.0,0,11.0,9.0,0
2270,9.0,1,1.0,0.0,1,5.0,2.0,1
2271,9.0,1,3.963354474982382,2.0,1,6.268862911795962,0.0,1
2272,0.0,0,9.0,5.0,0,6.0,7.0,0
2273,8.0,1,2.0,2.0,1,6.268862911795962,1.0,1
2274,10.0,1,2.0,0.0,1,5.0,2.0,1
2275,6.0,1,0.0,3.0,1,5.0,2.0,1
2276,10.0,1,2.0,0.0,1,2.0,1.0,0
2277,1.0,0,4.0,5.0,0,10.0,4.0,0
2278,8.0,1,0.0,2.0,1,1.0,2.0,1
2279,4.0,1,3.0,2.0,1,3.0,2.0,1
2280,10.0,1,3.963354474982382,2.0,1,5.0,1.0,1
2281,1.0,0,6.0,6.0,0,7.0,3.0,0
2282,10.0,1,3.963354474982382,0.0,1,1.0,0.0,1
2284,0.0,0,6.0,6.0,0,7.0,7.0,0
2285,6.0,1,3.0,0.0,1,4.0,0.0,1
2286,2.0,0,7.0,5.0,0,10.0,5.0,0
2287,9.0,1,2.0,0.0,1,3.0,0.0,1
2288,8.0,1,3.0,0.0,1,4.0,2.0,1
2289,8.0,1,0.0,1.0,1,3.0,2.0,1
2290,10.0,1,0.0,0.0,1,3.0,1.0,0
2291,3.0,0,6.0,4.0,0,11.0,5.0,0
2292,0.0,0,7.0,3.0,0,8.0,5.0,0
2293,1.0,0,9.0,5.0,0,14.0,9.0,1
2294,2.0,0,9.0,5.0,0,14.0,4.0,0
2295,6.0,1,2.0,1.0,1,2.0,2.0,1
2296,6.0,1,3.0,1.0,1,4.0,1.0,1
2297,0.0,0,5.0,6.0,0,5.0,5.0,0
